NUMERO_PLACA,MARCA,COLOR,ANIO DE MATRICULA,MODELO,CLASE,FECHA DE MATRICULA,ANIO,SERVICIO,FECHA DE CADUCIDAD
IBA5335,KIA,PLOMO,2019,RIO 1.4L LX 4P AC,AUTOMOVIL,11-11-2019,2011,USO PARTICULAR,09-11-2024,
IBA5793,NISSAN,AMARILLO,2018,SENTRA 1.6 M/T,AUTOMOVIL,14-05-2018,2011,USO PUBLICO,13-05-2023,
IBA6532,GREAT WALL,BLANCO,2019,WINGLE CD 4X2 SEMIFULL GAS 2.2,CAMIONETA,05-09-2019,2011,USO PARTICULAR,03-09-2024,
IBA8061,CHEVROLET,PLOMO,2016,AVEO FAMILY 1.5L TM STD,AUTOMOVIL,25-02-2016,2011,USO PARTICULAR,23-11-2022,
IBA8530,HYUNDAI,AZUL,2016,I10 5DR 1.1,AUTOMOVIL,25-02-2016,2011,USO PARTICULAR,23-02-2021,
IBB1416,GREAT WALL,VINO,2018,WINGLE CD 4X2 SEMIFULL DIESEL 2.8,CAMIONETA,30-07-2018,2012,USO PARTICULAR,23-11-2024,
IBB1433,CHEVROLET,DORADO,2020,N200 VAN PASAJEROS 1.2L TM,CAMIONETA,09-09-2020,2012,USO PARTICULAR,08-09-2025,
IBB2534,CHEVROLET,BLANCO,2017,AVEO ACTIVO 1.6L 4P STD,AUTOMOVIL,19-07-2017,2012,USO PARTICULAR,18-07-2022,
IBB2587,HYUNDAI,PLOMO,2018,TUCSON IX 5P 4X2 2.0 TM STD,VEH. UTILITARIO,11-10-2018,2012,USO PARTICULAR,10-10-2023,
IBB6656,CHEVROLET,ROJO,2018,AVEO FAMILY AC TM 1.5 4P 4X2,AUTOMOVIL,27-07-2018,2013,USO PARTICULAR,26-07-2023,
IBB8187,KIA,PLATEADO,2017,PICANTO R TM 0.99 5P 4X2,AUTOMOVIL,20-10-2017,2013,USO PARTICULAR,19-11-2024,
IBB8467,HYUNDAI,PLOMO,2017,H1 12PAS TM 2.5 5P 4X2,CAMIONETA,04-12-2017,2013,USO PARTICULAR,03-12-2022,
IBB9447,MAZDA,VINO,2017,BT-50 STD FL 2.2 CD 4X2 TM,CAMIONETA,21-09-2017,2014,USO PARTICULAR,20-09-2022,
IBC2193,CHEVROLET,BLANCO,2017,NLR 55E 2.8 2P 4X2 TM DIESEL,CAMION,19-09-2017,2014,USO PARTICULAR,18-09-2022,
IBC3814,TOYOTA,PLOMO,2018,FORTUNER AC 2.7 5P 4X4 TM,VEH. UTILITARIO,01-06-2018,2015,USO PARTICULAR,31-05-2023,
IBC3933,CHEVROLET,BLANCO,2019,NLR 55E 2.8 2P 4X2 TM DIESEL CN,CAMION,12-07-2019,2015,USO PARTICULAR,30-04-2024,
IBC3992,CHEVROLET,NEGRO,2018,GRAND VITARA STD 2.0 5P 4X2 TM,VEH. UTILITARIO,17-04-2018,2015,USO PARTICULAR,16-04-2023,
IBC5592,CHEVROLET,ROJO,2018,D-MAX CRDI 3.0 CD 4X2 TM DIESEL,CAMIONETA,16-03-2018,2015,USO PUBLICO,15-03-2023,
IBC5700,CHEVROLET,BLANCO,2018, NPR 75H 5.2 2P 4X2 TM DIESEL CN,CAMION,19-12-2018,2015,USO PARTICULAR,30-11-2023,
IBC6792,CHEVROLET,DORADO,2019,N300 MOVE PASAJEROS FULL AC 1.2 5P 4X2 TM,CAMIONETA,16-07-2019,2015,USO PARTICULAR,14-07-2024,
IBC8698,CHEVROLET,AMARILLO,2016,AVEO EMOTION ADVANCE GLS AC 1.6 4P 4X2 TM,AUTOMOVIL,21-09-2016,2016,USO PUBLICO,20-09-2021,
IBC8964,KIA,PLOMO,2018,SPORTAGE R LX 2.0 5P 4X2 TM,VEH. UTILITARIO,19-01-2018,2016,USO PARTICULAR,18-01-2023,
IBC9523,CHEVROLET,PLATEADO,2017,AVEO EMOTION GLS AC 1.6 4P 4X2 TM,AUTOMOVIL,31-10-2017,2017,USO PARTICULAR,30-10-2022,
IBD1199,CHEVROLET,NEGRO,2017,SPARK LIFE 1.0 5P 4X2 TM,AUTOMOVIL,09-05-2017,2016,USO PARTICULAR,08-05-2022,
IBD1981,CHEVROLET,BLANCO,2018,D-MAX CRDI FULL AC 3.0 CD 4X4 TM DIESEL,CAMIONETA,18-04-2018,2017,USO PARTICULAR,17-04-2023,
IBD2011,HYUNDAI,PLATEADO,2017,TUCSON TL AC 2.0 5P 4X2 TM,VEH. UTILITARIO,06-04-2017,2016,USO PARTICULAR,05-04-2022,
IBD2420,TOYOTA,BLANCO, ,NEW HILUX 2.4 CD 4X4 TM DIESEL,CAMION, ,2017,USO PARTICULAR, ,
IBD2525,CHEVROLET,ROJO,2016,AVEO EMOTION ADVANCE GLS AC 1.6 4P 4X2 TM,AUTOMOVIL,19-12-2016,2017,USO PARTICULAR,22-12-2024,
IBD3898,HYUNDAI,ROJO,2018,GRAND I10 HB AC 1.2 5P 4X2 TM,AUTOMOVIL,11-04-2018,2018,USO PARTICULAR,10-04-2023,
IBD4963,TOYOTA,ROJO,2019,HILUX 2.7 CD 4X2 TM,CAMIONETA,07-03-2019,2018,USO PARTICULAR,05-03-2024,
IBD6569,SUZUKI,PLOMO,2018,SCROSS AC 1.6 5P 4X2 TM,AUTOMOVIL,11-04-2018,2019,USO PARTICULAR,10-04-2023,
IBD6657,CHEVROLET,ROJO,2018,SPARK GT AC 1.2 5P 4X2 TM,AUTOMOVIL,19-04-2018,2019,USO PARTICULAR,18-04-2023,
IBD6846,CHEVROLET,PLATEADO,2018,SPARK GT AC 1.2 5P 4X2 TM,AUTOMOVIL,08-05-2018,2019,USO PARTICULAR,07-05-2023,
IBD7033,KIA,CELESTE,2018,PICANTO EX AC 1.2 4P 4X2 TM,AUTOMOVIL,23-05-2018,2019,USO PARTICULAR,22-05-2023,
IBD7078,GREAT WALL,BLANCO,2020,WINGLE AC 2.8 CD 4X2 TM DIESEL,CAMIONETA,24-01-2020,2018,USO PUBLICO,30-09-2025,
IBD7191,KIA,BLANCO,2018,PICANTO LX AC 1.2 4P 4X2 TM,AUTOMOVIL,08-06-2018,2019,USO PARTICULAR,07-06-2023,
IBD7192,SUZUKI,AZUL,2018,SCROSS AC 1.6 5P 4X2 TM,AUTOMOVIL,08-06-2018,2019,USO PARTICULAR,07-06-2023,
IBD7324,CHEVROLET,VINO,2018,SAIL LTZ AC 1.4 5P 4X2 TM,AUTOMOVIL,19-06-2018,2019,USO PARTICULAR,18-06-2023,
IBD7358,RENAULT,PLATEADO,2018,SANDERO STEPWAY AC 1.6 4P 4X2 TM,AUTOMOVIL,21-06-2018,2019,USO PARTICULAR,20-06-2023,
IBD7487,KIA,NEGRO,2018,PICANTO LX 1.2 4P 4X2 TM,AUTOMOVIL,03-07-2018,2019,USO PARTICULAR,02-07-2023,
IBD7554,CHEVROLET,BLANCO,2018,SAIL LT AC 1.5 4P 4X2 TM,AUTOMOVIL,15-05-2018,2018,USO PARTICULAR,14-05-2023,
IC176D,LONCIN,AMARILLO,2019,JL200-II,MOTOCICLETA,15-08-2019,2013,USO PARTICULAR,13-08-2024,
IC574D,SUZUKI,NEGRO,2019,GD110,MOTOCICLETA,28-05-2019,2015,USO PARTICULAR,31-05-2024,
ICN0635,TOYOTA,BLANCO,2018,BPT HILUX 4X4 CD AA,CAMIONETA,23-05-2018,2009,USO PARTICULAR,30-06-2023,
IF035I,Z1,PLATEADO,2019,BROTHER 250R,MOTOCICLETA,21-03-2019,2015,USO PARTICULAR,30-06-2024,
IF711K,LONCIN,BLANCO,2016,LX250-11,MOTOCICLETA,02-06-2016,2015,USO PARTICULAR,01-06-2021,
IG444E,SHINERAY,NEGRO,2020,XY200GY-6I,MOTOCICLETA,14-08-2020,2015,USO PARTICULAR,31-05-2025,
IGN0921,CHEVROLET,BLANCO,2020,NKR II CHASIS CABINADO,CAMION,04-03-2020,2010,USO PARTICULAR,03-03-2025,
IH328Y,SUZUKI,ROJO,2015,GS150R,MOTOCICLETA,14-12-2015,2016,USO PARTICULAR,22-05-2023,
IH334B,DAYTONA,ROJO,2016,DY150 DELTA,MOTOCICLETA,19-01-2016,2016,USO PARTICULAR,17-01-2021,
IH694B,SUKIDA,ROJO,2019,STIFF 150,MOTOCICLETA,24-06-2019,2015,USO PARTICULAR,22-06-2024,
IH694D,DUKARE,AZUL,2020,DK125-10,MOTOCICLETA,31-10-2020,2016,USO PARTICULAR,24-04-2021,
II541V,MOTOR UNO,ANARANJADO,2016,SK200 FX200,MOTOCICLETA,01-03-2016,2016,USO PARTICULAR,28-02-2021,
IJ282B,LONCIN,NEGRO,2017,JL150-23,MOTOCICLETA,18-05-2017,2014,USO PARTICULAR,17-05-2022,
IJ457O,DAYTONA,ROJO,2016,DY150 S1,MOTOCICLETA,14-04-2016,2016,USO PARTICULAR,13-04-2021,
IK024D,AXXO,ROJO,2018,NITRO 200,MOTOCICLETA,15-05-2018,2016,USO PARTICULAR,14-05-2023,
IK541D,DUKARE,ROJO,2019,DK200,MOTOCICLETA,25-06-2019,2016,USO PARTICULAR,23-06-2024,
IK670C,THUNDER,NEGRO,2017,TRS250R,MOTOCICLETA,06-05-2017,2016,USO PARTICULAR,05-05-2022,
IL064K,AXXO,NEGRO,2018,NITRO 200,MOTOCICLETA,09-05-2018,2016,USO PARTICULAR,08-05-2023,
